rki_ags;population;incidence;cases_100k;cases_week
10041;327502;619.5382012934272;9379.790047083681;2029
06436;239264;751.4711782800589;7777.601310686104;1798
01059;202647;868.0118629932839;3781.9459454124662;1759
09176;133169;500.11639345493325;9672.671567707199;666
08316;166862;548.9566228380338;8079.730555788616;916
07211;110674;465.3306106221877;5355.368017781954;515
08325;140166;629.2538846795942;13090.193056804075;882
08416;228471;544.4892349576095;8626.040066354155;1244
03251;218072;588.7963608349536;6285.080157012363;1284
05370;256458;425.0208611156603;8500.027294917687;1090
08435;217901;545.6606440539512;9770.951028219237;1189
07231;112685;346.98495806895323;5754.980698407064;391
09575;101272;309.06864681254444;8996.563709613714;313
08117;258781;445.55048477283884;10798.706241957485;1153
08421;126405;657.4107036905185;10321.585380325145;831
09375;194275;524.5142195341655;9655.38540728349;1019
07138;183131;271.39042543315986;8069.08715618874;497
05978;393618;441.2907946282944;7893.4398325279835;1737
09576;127168;331.84448917966785;9529.913185707097;422
09179;218740;521.1666819054585;9178.476730364817;1140
09477;71428;452.203617628941;9189.673517388139;323
09563;128223;455.45650936259483;11581.385554853652;584
06633;237007;345.13748539072685;6138.2153269734645;818
09371;102998;301.9476106332162;9565.234276393716;311
09275;193454;276.55153163025835;14964.280914325887;535
09775;175823;526.6660220790227;10458.813693316573;926
05170;460113;455.1055936259136;7134.9864055134285;2094
07312;99662;687.3231522546206;8621.139451345549;685
05962;408662;541.2786116644073;9466.992282130464;2212
03155;131772;244.36147284703884;4462.252982424187;322
08127;197860;422.01556656221567;10481.148286667341;835
09678;115652;478.1586137723516;10046.518866945664;553
08126;112765;466.45679067086417;10554.693388906133;526
08337;171237;606.1774032481297;9330.927311270345;1038
08118;544971;488.64985476291395;9910.619097162968;2663
06433;275807;654.4431432124638;9561.75876609368;1805
09279;97244;421.61984286948297;14455.39056394225;410
07331;130715;289.1787476571167;7831.5419041426;378
09174;155117;712.3655047480289;11245.060180379973;1105
09177;138891;674.6297456278664;11924.458748227027;937
07131;130479;337.9854229416228;6831.75070317829;441
08415;287497;561.7449921216569;10694.024633300522;1615
08426;202250;625.4635352286774;11306.798516687268;1265
09776;82085;796.7350916732655;10216.239264177379;654
09774;127342;522.2157654191076;12774.261437703193;665
05911;364454;582.7895975898192;8383.225317872762;2124
03158;119361;344.3335762937643;5045.19901810474;411
01056;317085;499.2352208398379;6948.29462131605;1583
09183;116483;560.5968252878102;15365.332280246901;653
09372;128094;393.4610520399082;11805.392914578357;504
09374;94645;260.9752232024935;10386.17993554863;247
08115;392898;564.2685887940381;9772.001893621245;2217
09778;146164;454.9683916696314;13207.082455324156;665
09577;95117;399.50797438943613;10919.183742128116;380
09474;116600;400.5145797598628;8736.706689536879;467
07339;211525;493.55868100697313;6662.096678879566;1044
06532;253373;430.9851483780829;7801.541600723044;1092
09188;136610;686.6261620671986;8975.916843569285;938
08425;198204;586.2646566164153;9917.5596859801;1162
08136;314294;412.35276524527995;10493.35972051646;1296
09772;255900;489.2536146932395;10149.277061352092;1252
05974;301016;328.5539639088952;6175.751455072156;989
05116;259665;458.6678990237421;8391.196349142165;1191
03360;92566;354.3417669554696;4734.999891968974;328
06414;278609;834.1439077703878;9348.585293368125;2324
08215;446852;467.26880488394374;9340.005191875609;2088
09677;125976;378.6435511526005;6753.667365212421;477
08235;160149;491.41736757644446;11384.398279102585;787
07235;150533;333.4816950436117;5828.622295443523;502
09571;185316;257.9377927432062;10067.128580370827;478
09574;171143;385.64241599130554;8863.34819420017;660
07137;214786;294.246366150494;6380.769696348924;632
08119;427286;578.5352199697626;10563.416540677672;2472
05958;259030;317.33776010500713;6354.476315484693;822
09679;162697;443.1550673952193;6639.335697646545;721
07132;129087;230.07738966743358;7047.959903011148;297
05954;323130;436.6663571936991;7548.974097112617;1411
08222;309721;618.2984040475137;10963.092589782416;1915
05113;582415;613.9951752616262;8619.283500596654;3576
05382;600375;502.5192587965854;7817.6139912554645;3017
06636;100046;268.87631689422864;6612.9580393019205;269
01054;167147;749.6395388490371;4754.49753809521;1253
06411;159174;797.2407553997512;8069.157023131919;1269
09779;134324;415.41347785950387;11274.232452875138;558
06439;187433;601.8150485773583;7338.622334380819;1128
09274;161191;463.4253773473705;11813.31463915479;747
01053;199152;670.3422511448542;6357.4556117940065;1335
06435;421689;502.5030294838139;9744.385079999714;2119
09173;128212;648.9252176083362;11998.876860200293;832
07336;70105;289.56565152271594;6100.848726909636;203
01061;130706;412.37586644836506;4200.2662463850165;539
05158;484322;583.9090522421035;9436.28412502426;2828
10045;141656;326.8481391540069;7437.030552888687;463
09663;126954;658.5062306032106;8421.948107188431;836
10043;131172;308.7549172079407;7974.262799987802;405
09471;147497;389.83843739194697;10090.37471948582;575
09674;84275;407.00088994363693;10735.093444081875;343
08336;228842;662.0288233803236;9828.178393826307;1515
08116;533617;589.1866263631031;10369.422263533583;3144
05362;469611;506.3765542118902;8397.80158471586;2378
08128;132684;398.69162822947754;8410.96138193;529
06634;179840;334.7419928825623;6166.036476868328;602
08326;212872;580.6306137021309;12273.103085422224;1236
09780;156308;467.6664022314917;10908.590731120608;731
09175;144091;756.4663997057415;11195.008709773685;1090
05366;194359;327.2295082810675;7670.341995997099;636
08125;346363;450.1058138427026;10775.689089192552;1559
07320;34001;273.5213670186171;5873.356665980412;93
06431;271015;510.67284098666124;8407.652712949468;1384
09184;349685;685.4740695197106;9543.732216137381;2397
01003;215846;940.4853460337462;6660.304105704993;2030
03159;323900;272.9237418956468;5214.263661623958;884
05562;613599;238.26635962574906;8296.949636488978;1462
05914;188687;435.11211689199575;11287.476084732916;821
05122;159193;714.8555526938999;10640.54323996658;1138
09187;261721;630.4423412718123;14497.881331647059;1650
05124;355004;787.0333855393178;11191.423195231604;2794
09263;47612;459.96807527514073;11020.33100898933;219
07135;61578;462.8276332456396;6693.949137679041;285
08225;143797;366.48886972607215;9891.026933802514;527
07335;106320;562.4529721595185;8436.794582392777;598
09573;118695;404.3978263616833;9340.747293483299;480
07334;129006;413.9342356169481;10384.013146675348;534
07337;110783;244.62236985819123;8206.132709892312;271
10044;193732;435.65337682984745;8859.145623851507;844
14521;331917;140.99910519798624;20662.695794430536;468
14626;250558;209.133214664868;18177.827089935265;524
16070;105606;226.31289888832072;16138.287597295608;239
16054;36395;230.80093419425748;13691.44113202363;84
16051;213692;232.57772869363382;11787.993935196451;497
12053;57015;399.89476453564856;10083.31140927826;228
16052;92126;181.27347328658578;13556.433580096824;167
16053;110731;265.50830390766816;10192.26774796579;294
12051;72040;388.6729594669628;8670.183231538034;280
16076;96668;233.78987876029296;16851.49170356271;226
12071;113011;355.71758501384824;16634.663882276946;402
15081;82687;301.1356077738943;9037.696373069528;249
15001;79354;258.33606371449457;10519.948584822441;205
16066;124241;168.22144058724575;17422.589966275224;209
13004;95609;522.9633193527806;6214.896087188445;500
14625;298010;203.01332170061409;21150.968088319183;605
16064;101698;227.14310999233024;14150.720761470235;231
16072;57044;129.72442325222636;17873.92188486081;74
15090;110485;289.6320767525004;9363.261981264424;320
16077;88356;143.73670152564625;15980.804925528544;127
12062;101085;223.57421971608053;17286.442103180492;226
13071;258057;464.62603223318877;8004.820640401152;1199
13074;157975;713.4040196233581;6410.50799177085;1127
12066;108396;268.4600907782575;17615.963688697;291
15086;89403;336.6777401205776;8780.465979888819;301
16068;69107;144.7031415052021;14568.712286743747;100
12068;98808;418.99441340782124;9180.430734353495;414
16067;134563;149.37241292182844;15684.103356791988;201
16065;73522;206.74083947661924;12822.012458855852;152
12070;76096;505.9398654331371;9986.070227081582;385
15084;177590;189.19984233346472;15172.588546652401;336
14524;312033;144.85647351401937;17941.69206462137;452
12073;118250;516.7019027484143;8539.53488372093;611
16061;99463;232.24716728833835;11668.660708001971;231
16062;82456;209.80886775977493;9226.739109343163;173
16063;159937;237.59355246128163;13295.23499878077;380
13076;211844;612.24297124299;7554.615660580427;1297
13073;225383;375.3610520757998;6287.075777676222;846
15082;157217;244.88445905977088;12284.931018910169;385
13075;235773;359.24384895641145;9434.498437055981;847
16073;102139;160.5655038721742;16553.911826040985;164
15088;183434;315.64486409280727;13538.384378032426;579
15091;124185;189.23380440471877;12848.57269396465;235
14628;244722;257.0263400920228;22053.186881440983;629
14729;258386;262.3981175450682;14903.671251538397;678
16074;82816;152.14451313755796;14723.000386398762;126
14612;556227;308.1475728434614;15605.858759103747;1714
14627;240371;249.1981145812099;19204.47974173257;599
09180;88279;402.13414288788954;10478.143159754869;355
08135;132812;499.2018793482517;11364.936903291871;663
06413;130892;589.79922378755;13410.292454848272;772
08216;232091;673.8736099202467;10043.905192359893;1564
05374;271699;448.29020349725243;10511.63235786661;1218
15083;170567;303.1066970750497;9404.515527622578;517
08226;548233;451.2679827737477;8412.663958572359;2474
10046;86458;387.47137338360824;7248.606259686783;335
03241;1155330;436.49866271974236;7519.3234833337665;5043
07332;133004;283.4501218008481;6843.403205918619;377
07340;94912;163.30917060013488;5884.39817936615;155
06438;356542;518.5924799883323;9653.000207549181;1849
13072;217072;357.48507407680404;6755.822952753003;776
08335;286876;508.58210516041777;9013.99907974177;1459
13003;209061;429.5397037228369;5767.694596313994;898
14730;197444;251.21046980409633;15160.247969044389;496
15002;237865;380.0475059382423;10667.39537132407;904
15003;235775;362.63386703424874;8081.009436963206;855
12069;217954;579.9388861869936;9045.486662323241;1264
15089;187457;233.65358455539135;10548.552468032669;438
12063;164693;809.384734020268;9037.42114115354;1333
12052;98693;468.1183062628555;15345.566554872179;462
05315;1083498;348.1316993663117;10063.977967656609;3772
07333;75539;278.0020916347847;6551.582626193092;210
06434;237281;917.4775898618094;7392.500874490584;2177
08436;285888;611.0784642937094;9949.00100738751;1747
08236;199752;434.5388281469021;10937.061956826465;868
08315;264867;537.6283191186519;7728.0295393537135;1424
12067;179276;672.1479729578973;11811.396952185458;1205
12054;182112;874.7364259356879;9197.636619223334;1593
12072;171554;772.9344696130664;10839.152686617625;1326
12064;197195;553.2594639823525;8824.260250006339;1091
12061;173316;572.9419095755729;11277.666228161277;993
12060;187343;566.3408827658359;8570.37626172315;1061
12065;214234;627.3514008047275;8991.103186235612;1344
08111;630305;536.7242842750732;10129.381807220314;3383
06412;764104;965.0518777548606;10852.71114926764;7374
06611;201048;492.4197206637221;7780.231586486809;990
14713;597493;341.5939600966036;9650.322263189693;2041
09162;1488202;829.3900962369356;11078.603576664997;12343
05334;556631;584.2290494061596;8972.191631439859;3252
09564;515543;478.33061451712075;12695.352279053348;2466
02000;1852478;831.480859691721;9288.31543478519;15403
