rki_ags;population;incidence;cases_100k;cases_week
15002;237865;677.6953313854498;7063.250162907532;1612
15003;235775;693.8818789099777;4777.0119817622735;1636
12069;217954;520.2932728924452;5849.858226965323;1134
15089;187457;722.2989805662098;7359.021002149826;1354
12063;164693;447.49928655134096;5886.103234502984;737
12052;98693;920.0247231313264;9152.62480621726;908
05315;1083498;292.0171518544566;7339.469016094169;3164
07333;75539;209.1634784680761;4794.874170958048;158
06434;237281;274.3582503445282;5157.597953481315;651
08436;285888;639.4112379673159;6969.162749048578;1828
08236;199752;655.8132083783892;8129.0800592734995;1310
08315;264867;383.96629251662154;5277.3656212363185;1017
12067;179276;742.430665565943;7150.427274147125;1331
12054;182112;493.65225795115094;6063.850817079599;899
12072;171554;951.8868694405261;6638.143091971041;1633
12064;197195;428.0027384061462;5492.5327721291105;844
12061;173316;1090.4936647510904;7092.824667082093;1890
12060;187343;342.6869432004398;5021.271144371553;642
12065;214234;510.18979246991603;6037.7904534294275;1093
08111;630305;369.0276929423057;7419.582583035198;2326
06412;764104;373.11674850543903;7800.508831258572;2851
06611;201048;256.6551271338188;5892.622657275874;516
14713;597493;717.8326775376447;6547.189674188651;4289
09162;1488202;476.1450394502897;8297.9326731183;7086
05334;556631;328.2246227752317;6683.242579015541;1827
09564;515543;596.8464318204301;10051.343922815362;3077
02000;1852478;221.75701951656106;6102.420649529981;4108
