rki_ags;population;incidence;cases_100k;cases_week
07339;211525;443.91915849190406;6506.086750975062;939
06532;253373;369.4158414669282;7658.6692346856225;936
09188;136610;708.5864870800089;8836.10277432106;968
08425;198204;459.62745454178526;9704.647736675344;911
08136;314294;380.8535956779321;10362.908614227445;1197
09772;255900;465.41617819460726;10046.11176240719;1191
05974;301016;261.4478964573312;6053.831025593324;787
05116;259665;330.4257408584137;8146.650491980051;858
03360;92566;313.2899768813603;4610.764211481538;290
06414;278609;693.4449353753827;9041.70360612902;1932
08215;446852;400.58005782675247;9214.012693240715;1790
09677;125976;334.984441480917;6640.153680066044;422
08235;160149;418.9848203860155;11252.645973437237;671
07235;150533;288.9731819601018;5738.2766569456535;435
09571;185316;309.2015800038852;10029.894882255176;573
09574;171143;280.46721163004037;8674.032826349896;480
07137;214786;317.5253508142989;6325.831292542344;682
08119;427286;518.8562227641439;10396.783419068259;2217
05958;259030;246.68957263637415;6228.236111647299;639
09679;162697;366.93977147704015;6493.666140125509;597
07132;129087;233.95074639584158;7005.35297899866;302
05954;323130;383.7464797449943;7398.879707857518;1240
08222;309721;576.3251442427216;10821.997862592463;1785
05113;582415;520.2475897770489;8394.529673857987;3030
05382;600375;436.89360816156574;7637.393295856757;2623
06636;100046;237.89057033764468;6513.00401815165;238
01054;167147;734.0843688489773;4488.264820786493;1227
06411;159174;663.424931207358;7836.078756580849;1056
09779;134324;364.7896131741163;11145.439385366724;490
06439;187433;500.97901650189664;7139.617890126073;939
09274;161191;407.5909945344343;11678.071356341236;657
01053;199152;735.116895637503;6242.468064593878;1464
06435;421689;452.94043714680726;9586.685922563785;1910
09173;128212;528.8116556952547;11775.028858453188;678
07336;70105;276.72776549461526;6030.953569645531;194
01061;130706;438.38844429482964;4093.1556317231043;573
05158;484322;588.0385363456544;9284.525584218763;2848
10045;141656;326.1422036482747;7321.96306545434;462
09663;126954;540.3531987964144;8217.93720560203;686
10043;131172;282.07239349861254;7856.859695666758;370
09471;147497;370.8550004406869;10019.186830918594;547
09674;84275;336.9919905072679;10559.477899733016;284
08336;228842;676.4492531965286;9663.435907744208;1548
08116;533617;427.4601446355719;10128.425443717124;2281
05362;469611;469.111669019678;8229.790188049257;2203
08128;132684;365.5301317415815;8297.157155346538;485
06634;179840;263.56761565836297;6034.252669039146;474
08326;212872;510.1657333984742;12131.23379307753;1086
09780;156308;432.47946362310313;10801.110627734985;676
09175;144091;694.6998771609608;10959.740719406485;1001
05366;194359;267.5461388461558;7520.104548798873;520
08125;346363;459.3446759613469;10666.843744857273;1591
07320;34001;276.4624569865592;5838.063586365107;94
06431;271015;457.90823386159434;8263.380255705404;1241
09184;349685;700.6305675107596;9407.037762557731;2450
01003;215846;876.5508742344078;6419.391603272703;1892
03159;323900;269.5276319851806;5110.527940722445;873
05562;613599;244.45932930138412;8248.872635059704;1500
05914;188687;362.50510104034726;11130.602532235926;684
05122;159193;670.2556016910291;10501.089872042114;1067
09187;261721;622.0364433881882;14377.142071136823;1628
05124;355004;704.7807912023527;10964.946873838042;2502
09263;47612;367.5543980509115;10879.610182306982;175
07135;61578;388.12562928318556;6508.818084380785;239
08225;143797;411.6914817416219;9827.047852180503;592
07335;106320;519.1873589164785;8307.938299473288;552
09573;118695;347.950629765365;9194.995576898775;413
07334;129006;389.1291877897152;10314.248949661256;502
07337;110783;257.2596878582454;8142.043454320609;285
10044;193732;374.7444923915512;8699.130757954288;726
14521;331917;142.80678603385786;20619.311454369614;474
14626;250558;191.57241038003176;18106.785654419335;480
16070;105606;245.25121678692497;16095.676382023748;259
16054;36395;236.29619453221596;13620.00274763017;86
16051;213692;240.06514048256366;11757.108361567116;513
12053;57015;378.84767166535124;9925.45821275103;216
16052;92126;171.5042441873087;13496.732735601241;158
16053;110731;279.95773541284734;10121.826769378042;310
12051;72040;385.8967240421988;8607.717934480843;278
16076;96668;425.1665494269045;16851.49170356271;411
12071;113011;356.6024546283105;16519.630832396848;403
15081;82687;282.99490851040673;8938.527217095794;234
15001;79354;301.1820450134839;10478.36277944401;239
16066;124241;193.9778334044317;17386.370038876055;241
13004;95609;436.151408340219;6043.364118440732;417
14625;298010;184.55756518237644;21082.51400959699;550
16064;101698;254.67560817321873;14097.62237212138;259
16072;57044;131.47745599887804;17847.626393661034;75
15090;110485;280.5810743539847;9292.664162556002;310
16077;88356;181.0856082212866;15957.037439449501;160
12062;101085;261.1663451550675;17229.064648563093;264
13071;258057;500.66458185594655;7904.4552172582025;1292
13074;157975;549.4540275360025;6163.633486311125;868
12066;108396;262.00228790730284;17564.301265729362;284
15086;89403;296.4106349898773;8740.198874758118;265
16068;69107;167.85564414603442;14549.900878348068;116
12068;98808;362.3188405797101;9055.94688689175;358
16067;134563;187.27287590199387;15651.40491814243;252
16065;73522;195.85974266206034;12770.3272489867;144
12070;76096;436.2910008410429;9808.662741799832;332
15084;177590;180.75342080072076;15117.96835407399;321
14524;312033;149.02269952216594;17881.7625058888;465
12073;118250;455.8139534883721;8406.76532769556;539
16061;99463;223.1985763550265;11588.228788594753;222
16062;82456;225.57485204230133;9181.86669253905;186
16063;159937;241.9702757960947;13229.584148758575;387
13076;211844;473.93364928909955;7317.1767904684575;1004
13073;225383;341.19698468828614;6160.624359423737;769
15082;157217;193.99937665774058;12179.344472925955;305
13075;235773;380.45068773778166;9322.526328290347;897
16073;102139;215.39274909681905;16526.498203428662;220
15088;183434;273.6679132549037;13430.443647306389;502
15091;124185;170.7130490800016;12773.684422434273;212
14628;244722;265.1988787276992;21974.73051053849;649
14729;258386;261.62408180009754;14827.041712786297;676
16074;82816;201.65185471406494;14694.020479134468;167
14612;556227;279.2025557910709;15505.18043892152;1553
14627;240371;280.399881849308;19152.06077272217;674
09180;88279;415.72740968973375;10412.44237021262;367
08135;132812;429.1780863175014;11198.536276842453;570
06413;130892;576.0474284142651;13244.506921737004;754
08216;232091;537.2892529223451;9814.684757271933;1247
05374;271699;403.38757227667384;10372.875866307935;1096
15083;170567;268.51618425604016;9369.925014803566;458
08226;548233;458.38174644722227;8338.60785468952;2513
10046;86458;416.38714751671336;7150.292627634228;360
03241;1155330;364.74427219928504;7349.501873923468;4214
07332;133004;264.65369462572556;6750.172927130012;352
07340;94912;165.41638570465273;5847.521915037087;157
06438;356542;504.0079429632413;9509.398612225208;1797
13072;217072;331.6871821331171;6630.05822952753;720
08335;286876;437.1226592674186;8838.31341764386;1254
13003;209061;430.0180330142877;5677.290360229789;899
14730;197444;249.18457891857943;15074.654079131296;492
15002;237865;331.28034809660943;10542.534630988164;788
15003;235775;372.81306330187675;8005.93786448945;879
12069;217954;592.3268212558613;8935.371683933308;1291
15089;187457;205.38043391284398;10477.06940791755;385
12063;164693;558.6151202540484;8673.106932292205;920
12052;98693;504.5950574002209;15175.341716231142;498
05315;1083498;375.35833014920195;9885.943490435608;4067
07333;75539;232.99222917962905;6449.648525927004;176
06434;237281;666.2986079795685;7052.397789962113;1581
08436;285888;548.816319677636;9769.560107454668;1569
08236;199752;328.4072249589491;10785.874484360607;656
08315;264867;485.52669830518715;7580.03073240532;1286
12067;179276;545.5275664338785;11555.367143399006;978
12054;182112;724.8286768581971;8870.914602003164;1320
12072;171554;648.1924058896907;10617.065180642829;1112
12064;197195;460.45792236111464;8621.922462537083;908
12061;173316;515.8208128505158;11119.573495811119;894
12060;187343;555.1314967732982;8433.194728385903;1040
12065;214234;514.8575856306655;8827.73042560938;1103
08111;630305;489.28693251679744;10010.074487747996;3084
06412;764104;860.2232156879169;10529.980212117722;6573
06611;201048;500.3780191794994;7696.172058413911;1006
14713;597493;323.51843452559274;9542.203841718649;1933
09162;1488202;718.1820747452294;10794.031992968696;10688
05334;556631;517.2187679090815;8749.243214984434;2879
09564;515543;511.305555501675;12590.802319108201;2636
02000;1852478;665.0011498112258;8923.668729129307;12319
